,type,speaker,content,side,icon,condition,condition_setting
304,chat,คุณ,คงเป็นความโชคดีที่สุดของหน่วยที่ไม่มีผู้หญิง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
305,chat,คุณ,เเล้วคนอื่นในหน่วยละ??,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
306,chat,เหนือ,ไม่รู้,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
307,chat,คุณ,นี้คุณไม่เคยเจอคนอื่น ในทีมเลยหรอ!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
308,info,,เขายืนกอดอก หน้าตายเหมือนเรื่องที่พูดอยู่มันปกติดี,,,delay,
309,chat,เหนือ,ใช่,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
310,chat,เหนือ,นายนะคนเเรกเลยที่เจอ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
311,chat,เหนือ,หรืออาจเป็นคนที่พิเศษของหน่วยก็ได้เหมือนกัน,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
312,chat,คุณ,คนพิเศษของหน่วย??,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
313,chat,เหนือ,ก่อนหน้านี้ที่เจอนายในห้องน้ำเหมือนมีคนจงใจที่ฉันไปเจอนายนะสิ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,0
314,info,,เหนือเริ่มจริงจังจนหน้ากลัว,,,delay,
315,chat,เหนือ,อีกอย่างความชุ้ยของนายเป็นเอกลักษณ์มาก เอกสารเเฟ้มคดีตกลงพื้นเห็นตราหน่วยหมดเเล้ว,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
316,chat,เหนือ,ถ้าฉันเป็นนักวิทย์อยู่ตรงนั้นนายต้องจบเห่เเน่ ทีหลังระวังตัวหน่อย เรื่องปิดความลับสำคัญมาก,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,0
317,info,,ในตอนนี้ความเงียบเริ่มปกคลุม คุณเลยเปลี่ยนเรื่องคุยทันที,,,pressed,
318,chat,คุณ,เมื่อกี่ด้านในคุณคุยอะไรกัน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
319,chat,เหนือ,อือ..,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
320,chat,เหนือ,ดูเหมือนนักวิทย์นั่นพยายามศึกษาเครื่อง TMC เเล้วสร้างใหม่ให้พวกบฏที่เอาเเต่ซ่อนตัว,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
321,chat,คุณ,เเต่เขาทำงานวิจัยให้รัฐบาล เเล้วทำไม ถึงมาอยู่กับฝั่งกบฏได้ละ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
322,chat,เหนือ,ทำไมเราต้องซ่อนตัวด้วย พุ่งออกไปยิ่งโปง ๆ ก็ได้ ฉันไม่อยากรอเเล้ว,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
323,chat,คุณ,ไม่ได้!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
324,chat,คุณ,ตรงนั้นมีคนตั้ง 10 กว่าคน ถ้าทำไม่สำเร็จเราได้โดนจับทั้งคู่เเน่,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
325,info,,มีภารกิจส่งมาจากหน่วย TS,,,delay,0
326,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/unnamed.jpg,,,delay,0
327,info,,วิหารเป็นส่วนหนึ่งของวัดเชียงมั่น ด้านในของวิหาร มีภาพจิตรกรรมฝาผนังเขียนสีทองบนพื้นเเดงบอกเล่าเรื่องราวการสร้างเมืองเเละวัดของพระญามังราย เวียงกุมกามเเละเมืองเชียงใหม่  มี 16 ภาพเเต่ละภาพจะมีคำบรรยายอยู่ด้านล่าง,,,delay,0
328,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/IMG_20200131_141702.jpg,,,delay,0
329,info,,จากคำด้านล่างภาพ มีอะไรที่รอดจากไฟไม่? (วิธีการตอบ) เริ่มต้นด้วย หอ... ทั้งหมดมี 9 พยางค์,,,answered,หอพระแก้วขาวเสตังคมณี
330,info,,"พระญามังรายทราบได้อย่างไรว่า พระแก้วขาวศักดิ์สิทธิ์ด้านการป้องกันอัคคีภัย จึงได้นำไปเป็นพระประจำรัชกาล เคยทดลองเอาไฟเผามาแล้วหรือ? อยากรู้ต่อกดตรงนี้สิ  (<a target=""_blank"" href=""https://www.matichonweekly.com/culture/article_26984"">อ้างอิง</a>)",,,delay,
331,chat,เหนือ,เเต่ฉันไม่คิดอย่างนั้นนะ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,0
332,info,,คุณโดนเหนือผลักออกจากที่ซ่อน ทันที่คุณออกไปพวกเขาก็พุ่งเข้ามาหาคุณ เหมือนซอมบี่ที่หิวกระหาย,,,delay,
333,chat,หนึ่งในกลุ่มชาย,อ่าวจะกลับเเล้วหรือจะ ไม่ต้องรีบก็ได้,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%84%E0%B8%99.png,delay,0
334,info,,คุณลองคิดต่อเองดูสิว่าจะเกิดอะไรขึ้นกลับคุณบ้าง,,,delay,0
335,info,,คุณทำตัวไม่ถูก ได้เเต่หันไปส่งสายตาให้เหนือที่กำลังเดินเข้าประตูอาคาร เขาจิ้มที่นาฬิกาข้อมือ คุณเดาเอาเองว่า…,,,pressed,
336,chat,คุณ,ถ่วงเวลา หมายถึงถ่วงไว้ก่อนใช่มัย!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
337,chat,คุณ,จะเล่นใบ้คำอะไรตอนนี้เนี้ย!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
338,info,,คุณยังไม่เข้าใจดี เหนือก็หายไปเเล้ว คุณทำได้เเต่อยู่ในโลกความเป็นจริง คุณหันมาหาชายพวกนั้น เเล้วยิ้มให้,,,pressed,
339,chat,คุณ,(เป็นผู้หญิงเข้าใจยากผมจะทำได้ไหมเนี้ย),right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
340,info,,10 นาที ผ่านไป...,,,delay,
341,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/4%20-%20%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B9%84%E0%B8%81%E0%B8%9B%E0%B8%B7%E0%B8%99.jpg,,,pressed,
342,chat,คุณ,เเหมพี่ชายช่วยน้องหาอะไรเล่นหน่อยสิค่ะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
343,info,,ตอนนี้เหมือนคุณจะเป็นผู้หญิงได้ดี เเต่ข้างในคุณร้อนเป็นไฟ จนทำให้เหงื่อระเหยได้,,,delay,
344,chat,หนึ่งในกลุ่มชาย,ทำไมน้องเก่งจัง,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%84%E0%B8%99.png,pressed,
345,chat,คุณ,แม น้องคงยิงไม่เเม่นเท่าพี่หรอก,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
346,chat,หนึ่งในกลุ่มชาย,หรือจะ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%84%E0%B8%99.png,delay,0
